0     ,     362                       
1     ,     373                       
2     ,     391                       
3     ,     350                       
4     ,     433                       
5     ,     415                       
6     ,     455                       
7     ,     411                       
8     ,     377                       
9     ,     369                       
10    ,      351                       
11    ,      375                       
12    ,      372                       
13    ,      410                       
14    ,      355                       
15    ,      363                       
16    ,      361                       
17    ,      387                       
18    ,      380                       
19    ,      362                       
20    ,      364                       
21    ,      377                       
22    ,      365                       
23    ,      392                       
24    ,      358                       
25    ,      360                       
26    ,      392                       
27    ,      364                       
28    ,      393                       
29    ,      381                       
30    ,      375                       
31    ,      383                       
32    ,      380                       
33    ,      364                       
34    ,      370                       
35    ,      374                       
36    ,      350                       
37    ,      346                       
38    ,      374                       
39    ,      376                       
40    ,      408                       
41    ,      363                       
42    ,      418                       
43    ,      391                       
44    ,      394                       
45    ,      352                       
46    ,      362                       
47    ,      359                       
48    ,      368                       
49    ,      371                       
50    ,      367                       
51    ,      366                       
52    ,      362                       
53    ,      350                       
54    ,      376                       
55    ,      357                       
56    ,      358                       
57    ,      405                       
58    ,      391                       
59    ,      341                       
60    ,      361                       
61    ,      333                       
62    ,      359                       
63    ,      374             